data_hora,classe,confianca,distancia_m,profundidade_valida,fps,latencia_inferencia_ms
2026-08-02T14:44:25.527,cardboard,0.964034,0.4014,True,0.00,1492.60
2026-08-02T14:44:25.845,cardboard,0.966101,0.2981,True,0.64,137.42
2026-08-02T14:44:26.156,cardboard,0.964022,0.2930,True,0.64,118.20
2026-08-02T14:44:26.489,cardboard,0.971139,0.2941,True,0.64,122.64
2026-08-02T14:44:26.789,cardboard,0.970766,0.2945,True,8.79,118.56
2026-08-02T14:44:27.103,cardboard,0.972902,0.2945,True,8.79,120.34
2026-08-02T14:44:27.412,cardboard,0.974534,0.3005,True,8.79,116.16
2026-08-02T14:44:27.722,cardboard,0.977463,0.3046,True,8.79,115.00
2026-08-02T14:44:28.026,cardboard,0.931889,0.3064,True,9.37,115.87
2026-08-02T14:44:28.318,cardboard,0.627565,0.3080,True,9.37,117.53
2026-08-02T14:44:28.624,glass,0.460737,0.3283,True,9.37,118.56
2026-08-02T14:44:28.922,glass,0.588783,0.6477,True,10.82,119.59
2026-08-02T14:44:29.224,glass,0.683974,0.6548,True,10.82,116.84
2026-08-02T14:44:29.518,glass,0.754913,0.6578,True,10.82,113.41
2026-08-02T14:44:29.834,glass,0.804554,0.6646,True,10.82,114.34
2026-08-02T14:44:30.138,glass,0.856945,0.6615,True,9.15,113.45
2026-08-02T14:44:30.438,glass,0.886678,0.6591,True,9.15,112.95
2026-08-02T14:44:30.747,glass,0.903261,0.6597,True,9.15,121.28
2026-08-02T14:44:31.094,glass,0.920813,0.6603,True,10.31,118.98
2026-08-02T14:44:31.398,glass,0.915995,0.6646,True,10.31,116.87
2026-08-02T14:44:31.711,glass,0.930657,0.6664,True,10.31,119.89
2026-08-02T14:44:32.014,glass,0.943820,0.6683,True,10.31,117.16
2026-08-02T14:44:32.314,glass,0.953618,0.6683,True,8.98,112.55
2026-08-02T14:44:32.621,glass,0.913206,0.6702,True,8.98,115.64
2026-08-02T14:44:32.927,glass,0.924981,0.6695,True,8.98,114.58
2026-08-02T14:44:33.233,glass,0.933242,0.6683,True,10.52,113.43
2026-08-02T14:44:33.532,glass,0.946013,0.6683,True,10.52,114.92
2026-08-02T14:44:33.847,glass,0.955247,0.6752,True,10.52,120.15
2026-08-02T14:44:34.156,glass,0.941892,0.6784,True,10.52,122.64
2026-08-02T14:44:34.463,glass,0.924634,0.6869,True,9.13,117.29
2026-08-02T14:44:34.776,glass,0.945368,0.6849,True,9.13,121.46
2026-08-02T14:44:35.060,glass,0.951163,0.6830,True,9.13,118.02
2026-08-02T14:44:35.357,glass,0.947373,0.6849,True,10.74,113.06
2026-08-02T14:44:35.704,glass,0.958357,0.6996,True,10.74,132.88
2026-08-02T14:44:36.015,glass,0.938850,0.7010,True,10.74,125.25
2026-08-02T14:44:36.316,glass,0.941331,0.7059,True,10.74,116.73
2026-08-02T14:44:36.643,glass,0.957310,0.7101,True,8.80,117.99
2026-08-02T14:44:37.004,glass,0.964916,0.7093,True,8.80,117.49
2026-08-02T14:44:37.323,glass,0.970250,0.7065,True,8.80,114.07
2026-08-02T14:44:37.632,glass,0.960718,0.7059,True,8.93,113.39
2026-08-02T14:44:37.924,glass,0.967788,0.7059,True,8.93,114.65
2026-08-02T14:44:38.222,glass,0.967085,0.7024,True,8.93,112.98
2026-08-02T14:44:38.522,glass,0.974696,0.7017,True,10.66,113.42
2026-08-02T14:44:38.823,glass,0.640956,0.6759,True,10.66,116.56
2026-08-02T14:44:39.120,cardboard,0.436781,0.3657,True,10.66,113.90
2026-08-02T14:44:39.414,cardboard,0.625000,0.3218,True,10.66,117.86
2026-08-02T14:44:39.731,cardboard,0.745484,0.3218,True,9.45,115.47
2026-08-02T14:44:40.026,cardboard,0.702985,0.3218,True,9.45,115.61
2026-08-02T14:44:40.318,cardboard,0.791690,0.3128,True,9.45,111.30
2026-08-02T14:44:40.623,cardboard,0.860891,0.2905,True,10.73,116.38
2026-08-02T14:44:40.931,cardboard,0.893081,0.2886,True,10.73,112.45
2026-08-02T14:44:41.230,cardboard,0.884278,0.2872,True,10.73,112.20
2026-08-02T14:44:41.544,cardboard,0.874429,0.2868,True,10.73,119.85
2026-08-02T14:44:41.850,cardboard,0.900189,0.2884,True,9.05,112.54
2026-08-02T14:44:42.147,cardboard,0.925949,0.2886,True,9.05,114.37
2026-08-02T14:44:42.454,cardboard,0.936120,0.2888,True,9.05,121.30
2026-08-02T14:44:42.747,cardboard,0.904780,0.3147,True,10.79,119.94
2026-08-02T14:44:43.071,cardboard,0.895114,0.6572,True,10.79,121.59
2026-08-02T14:44:43.377,cardboard,0.915565,0.3390,True,10.79,120.60
2026-08-02T14:44:43.670,cardboard,0.897803,0.2911,True,10.79,122.96
2026-08-02T14:44:43.988,cardboard,0.930877,0.3285,True,9.04,120.47
2026-08-02T14:44:44.283,cardboard,0.953947,0.2955,True,9.04,115.69
2026-08-02T14:44:44.600,cardboard,0.958515,0.2997,True,9.04,118.99
2026-08-02T14:44:44.908,cardboard,0.957502,0.3074,True,10.43,117.05
2026-08-02T14:44:45.213,cardboard,0.792749,0.3191,True,10.43,120.21
2026-08-02T14:44:45.522,cardboard,0.813916,0.3909,True,10.43,115.35
2026-08-02T14:44:45.834,cardboard,0.605777,0.4343,True,10.43,113.74
2026-08-02T14:44:46.132,cardboard,0.485809,0.4041,True,9.02,112.88
2026-08-02T14:44:46.435,paper,0.586001,0.3996,True,9.02,114.08
2026-08-02T14:44:46.755,paper,0.614043,0.4021,True,9.02,124.49
2026-08-02T14:44:47.042,paper,0.512792,0.4154,True,10.56,111.04
2026-08-02T14:44:47.346,cardboard,0.512202,0.4102,True,10.56,122.17
2026-08-02T14:44:47.643,cardboard,0.646915,0.4268,True,10.56,118.88
2026-08-02T14:44:47.956,cardboard,0.725615,0.4749,True,10.56,123.04
2026-08-02T14:44:48.256,cardboard,0.703493,0.5082,True,9.26,120.89
2026-08-02T14:44:48.564,cardboard,0.674667,0.5649,True,9.26,120.30
2026-08-02T14:44:48.865,cardboard,0.669163,0.5805,True,9.26,121.15
2026-08-02T14:44:49.171,cardboard,0.704701,0.5886,True,10.68,120.67
2026-08-02T14:44:49.486,cardboard,0.581879,0.5795,True,10.68,117.59
2026-08-02T14:44:49.791,cardboard,0.690350,0.5270,True,10.68,119.30
2026-08-02T14:44:50.083,cardboard,0.650057,0.5138,True,10.68,115.48
2026-08-02T14:44:50.389,cardboard,0.518634,0.5592,True,9.11,122.72
2026-08-02T14:44:50.695,cardboard,0.385842,0.6362,True,9.11,118.93
2026-08-02T14:44:50.993,paper,0.411277,0.6385,True,9.11,119.26
2026-08-02T14:44:51.280,paper,0.482965,0.6385,True,10.75,118.86
2026-08-02T14:44:51.577,paper,0.379929,0.5969,True,10.75,116.31
2026-08-02T14:44:51.868,paper,0.357690,0.5514,True,10.75,122.10
2026-08-02T14:44:52.162,paper,0.264902,0.5506,True,10.75,118.68
2026-08-02T14:44:52.471,cardboard,0.365155,0.5689,True,9.47,120.90
2026-08-02T14:44:52.785,cardboard,0.367804,0.5925,True,9.47,122.77
2026-08-02T14:44:53.086,cardboard,0.496765,0.5735,True,9.47,117.20
2026-08-02T14:44:53.390,cardboard,0.582517,0.5735,True,10.54,118.31
2026-08-02T14:44:53.699,cardboard,0.687960,0.5881,True,10.54,118.08
2026-08-02T14:44:53.993,cardboard,0.625725,0.6010,True,10.54,120.92
2026-08-02T14:44:54.300,cardboard,0.577180,0.6483,True,10.54,117.47
2026-08-02T14:44:54.605,cardboard,0.495701,0.6804,True,9.14,117.12
2026-08-02T14:44:54.911,cardboard,0.443673,0.6996,True,9.14,117.10
2026-08-02T14:44:55.217,cardboard,0.497743,0.7108,True,9.14,115.98
2026-08-02T14:44:55.526,cardboard,0.510291,0.6996,True,10.49,114.16
2026-08-02T14:44:55.825,cardboard,0.512193,0.6869,True,10.49,115.97
2026-08-02T14:44:56.122,paper,0.450979,0.7122,True,10.49,112.45
2026-08-02T14:44:56.428,cardboard,0.513444,0.7129,True,10.49,116.18
2026-08-02T14:44:56.738,paper,0.402862,0.7115,True,9.26,117.20
2026-08-02T14:44:57.063,paper,0.352423,0.6765,True,9.26,116.57
2026-08-02T14:44:57.372,paper,0.261612,0.6138,True,9.26,118.48
2026-08-02T14:44:57.681,glass,0.272735,0.5795,True,9.86,123.59
2026-08-02T14:44:57.996,glass,0.263003,0.5390,True,9.86,120.68
2026-08-02T14:44:58.300,paper,0.264941,0.2878,True,9.86,118.08
2026-08-02T14:44:58.605,glass,0.259718,0.2893,True,9.86,118.57
2026-08-02T14:44:58.913,paper,0.248914,0.4421,True,9.46,129.76
2026-08-02T14:44:59.235,cardboard,0.376642,0.4230,True,9.46,131.26
2026-08-02T14:44:59.567,cardboard,0.466966,0.2869,True,9.46,130.41
2026-08-02T14:44:59.913,cardboard,0.344853,0.2890,True,9.74,139.52
2026-08-02T14:45:00.224,cardboard,0.328936,0.9556,True,9.74,115.60
2026-08-02T14:45:00.525,paper,0.321561,0.9556,True,9.74,111.94
2026-08-02T14:45:00.823,paper,0.335344,0.9556,True,9.87,117.75
2026-08-02T14:45:01.118,trash,0.384275,0.9530,True,9.87,115.40
2026-08-02T14:45:01.432,trash,0.468910,0.5531,True,9.87,115.79
2026-08-02T14:45:01.738,trash,0.477902,0.5557,True,9.87,113.91
2026-08-02T14:45:02.052,trash,0.518791,0.5566,True,9.16,118.53
2026-08-02T14:45:02.365,paper,0.523205,0.5472,True,9.16,119.28
2026-08-02T14:45:02.652,paper,0.657282,0.4933,True,9.16,119.15
2026-08-02T14:45:02.952,paper,0.641807,0.4753,True,10.61,120.29
2026-08-02T14:45:03.258,paper,0.719380,0.4753,True,10.61,118.54
2026-08-02T14:45:03.567,paper,0.799517,0.4603,True,10.61,119.09
2026-08-02T14:45:03.881,paper,0.718267,0.4203,True,10.61,119.00
2026-08-02T14:45:04.195,paper,0.665430,0.3996,True,9.03,118.13
2026-08-02T14:45:04.498,paper,0.488092,0.4003,True,9.03,116.30
2026-08-02T14:45:04.809,paper,0.413020,0.4035,True,9.03,117.23
2026-08-02T14:45:05.117,paper,0.330986,0.4062,True,10.43,115.58
2026-08-02T14:45:05.410,trash,0.331039,0.4062,True,10.43,116.58
2026-08-02T14:45:05.721,trash,0.326972,0.4003,True,10.43,114.44
2026-08-02T14:45:06.025,glass,0.290696,0.3918,True,10.43,114.30
2026-08-02T14:45:06.319,trash,0.342888,0.3983,True,9.18,114.09
2026-08-02T14:45:06.617,paper,0.273480,0.4314,True,9.18,113.57
2026-08-02T14:45:06.925,glass,0.326692,0.4407,True,9.18,116.19
2026-08-02T14:45:07.227,glass,0.399384,0.4479,True,10.61,114.63
2026-08-02T14:45:07.521,glass,0.437699,0.4615,True,10.61,114.99
2026-08-02T14:45:07.823,glass,0.498960,0.4696,True,10.61,115.82
2026-08-02T14:45:08.120,glass,0.415345,0.4663,True,10.61,114.97
2026-08-02T14:45:08.414,glass,0.302580,0.4524,True,9.46,115.67
2026-08-02T14:45:08.718,glass,0.328016,0.4432,True,9.46,116.10
2026-08-02T14:45:09.024,paper,0.292158,0.4370,True,9.46,115.78
2026-08-02T14:45:09.331,glass,0.436378,0.4228,True,10.59,112.79
2026-08-02T14:45:09.624,glass,0.416451,0.4142,True,10.59,115.56
2026-08-02T14:45:09.913,cardboard,0.303662,0.4166,True,10.59,112.88
2026-08-02T14:45:10.218,paper,0.421337,0.4675,True,10.59,115.31
2026-08-02T14:45:10.515,paper,0.445422,0.4743,True,9.44,115.41
2026-08-02T14:45:10.819,paper,0.541804,0.4709,True,9.44,117.44
2026-08-02T14:45:11.122,paper,0.585735,0.4562,True,9.44,112.14
2026-08-02T14:45:11.417,paper,0.524771,0.4476,True,10.67,112.12
2026-08-02T14:45:11.715,paper,0.550843,0.4454,True,10.67,115.27
2026-08-02T14:45:12.006,paper,0.630127,0.4432,True,10.67,116.50
2026-08-02T14:45:12.306,paper,0.717732,0.4446,True,10.67,118.13
2026-08-02T14:45:12.678,paper,0.739864,0.4429,True,9.47,190.86
2026-08-02T14:45:12.967,paper,0.794100,0.4421,True,9.47,115.49
2026-08-02T14:45:13.279,paper,0.739031,0.4383,True,9.47,112.04
2026-08-02T14:45:13.603,paper,0.783426,0.4375,True,9.61,119.84
2026-08-02T14:45:13.914,paper,0.789135,0.4351,True,9.61,114.00
2026-08-02T14:45:14.203,paper,0.515853,0.4351,True,9.61,119.35
2026-08-02T14:45:14.500,cardboard,0.634421,0.3149,True,9.61,117.24
2026-08-02T14:45:14.804,cardboard,0.755400,0.3028,True,9.53,117.02
2026-08-02T14:45:15.109,cardboard,0.829640,0.3021,True,9.53,114.67
2026-08-02T14:45:15.420,cardboard,0.835613,0.3028,True,9.53,115.57
2026-08-02T14:45:15.718,cardboard,0.869869,0.3447,True,10.53,116.16
2026-08-02T14:45:16.022,cardboard,0.905428,0.3381,True,10.53,116.56
2026-08-02T14:45:16.322,cardboard,0.926869,0.3602,True,10.53,116.75
2026-08-02T14:45:16.619,cardboard,0.939544,0.3265,True,10.53,116.66
2026-08-02T14:45:16.913,cardboard,0.958603,0.2943,True,9.30,116.60
2026-08-02T14:45:17.205,cardboard,0.969595,0.2939,True,9.30,114.81
2026-08-02T14:45:17.513,cardboard,0.975254,0.2918,True,9.30,116.68
2026-08-02T14:45:17.816,cardboard,0.973837,0.2935,True,10.78,117.81
2026-08-02T14:45:18.117,cardboard,0.967840,0.3521,True,10.78,115.88
2026-08-02T14:45:18.427,cardboard,0.962896,0.3566,True,10.78,114.86
2026-08-02T14:45:18.736,cardboard,0.966295,0.3363,True,10.78,114.53
2026-08-02T14:45:19.043,cardboard,0.966358,0.3130,True,9.12,123.16
2026-08-02T14:45:19.351,cardboard,0.966853,0.3187,True,9.12,120.69
2026-08-02T14:45:19.665,cardboard,0.972436,0.3177,True,9.12,119.53
2026-08-02T14:45:19.975,cardboard,0.966772,0.3150,True,10.00,116.53
2026-08-02T14:45:20.327,cardboard,0.973170,0.3173,True,10.00,157.66
2026-08-02T14:45:20.708,cardboard,0.968044,0.3292,True,10.00,121.26
2026-08-02T14:45:21.107,cardboard,0.969451,0.3295,True,8.45,121.00
2026-08-02T14:45:21.499,cardboard,0.959557,0.3297,True,8.45,118.84
2026-08-02T14:45:21.866,cardboard,0.964867,0.3458,True,8.45,121.26
2026-08-02T14:45:22.293,cardboard,0.959975,0.3458,True,7.52,119.34
2026-08-02T14:45:22.673,cardboard,0.966624,0.3405,True,7.52,120.39
2026-08-02T14:45:23.065,cardboard,0.963601,0.3405,True,7.52,122.99
2026-08-02T14:45:23.457,cardboard,0.965087,0.3368,True,7.51,119.85
2026-08-02T14:45:23.820,cardboard,0.964366,0.3410,True,7.51,115.53
2026-08-02T14:45:24.213,cardboard,0.965209,0.3415,True,7.51,120.24
2026-08-02T14:45:24.617,cardboard,0.967211,0.3495,True,7.84,119.05
2026-08-02T14:45:25.014,cardboard,0.966799,0.3415,True,7.84,114.89
2026-08-02T14:45:25.389,cardboard,0.965881,0.3411,True,7.84,116.62
2026-08-02T14:45:25.790,cardboard,0.966660,0.3349,True,7.66,130.34
2026-08-02T14:45:26.156,cardboard,0.946027,0.3382,True,7.66,121.40
2026-08-02T14:45:26.534,cardboard,0.952958,0.3382,True,7.66,114.94
2026-08-02T14:45:26.918,cardboard,0.962251,0.3360,True,7.86,128.66
2026-08-02T14:45:27.309,cardboard,0.964785,0.3408,True,7.86,119.20
2026-08-02T14:45:27.704,cardboard,0.962144,0.3416,True,7.86,129.78
2026-08-02T14:45:28.100,cardboard,0.961808,0.3460,True,7.69,135.36
2026-08-02T14:45:28.490,cardboard,0.962253,0.3515,True,7.69,123.00
2026-08-02T14:45:28.879,cardboard,0.959998,0.3515,True,7.69,126.08
2026-08-02T14:45:29.247,cardboard,0.953281,0.3295,True,7.66,117.32
2026-08-02T14:45:29.653,cardboard,0.959358,0.3304,True,7.66,124.92
2026-08-02T14:45:30.044,cardboard,0.962092,0.3376,True,7.66,121.76
2026-08-02T14:45:30.435,cardboard,0.964273,0.3376,True,7.72,112.17
2026-08-02T14:45:30.829,cardboard,0.967635,0.3399,True,7.72,115.95
2026-08-02T14:45:31.225,cardboard,0.967316,0.3337,True,7.72,114.94
2026-08-02T14:45:31.618,cardboard,0.971654,0.3381,True,7.62,117.97
2026-08-02T14:45:32.002,cardboard,0.966047,0.3381,True,7.62,115.84
2026-08-02T14:45:32.388,cardboard,0.961820,0.3242,True,7.62,120.46
2026-08-02T14:45:32.787,cardboard,0.961763,0.3123,True,7.74,119.18
2026-08-02T14:45:33.189,cardboard,0.966546,0.3123,True,7.74,120.55
2026-08-02T14:45:33.580,cardboard,0.971500,0.3250,True,7.74,121.24
2026-08-02T14:45:33.989,cardboard,0.972757,0.3663,True,7.55,125.82
2026-08-02T14:45:34.389,cardboard,0.972464,0.3663,True,7.55,122.30
2026-08-02T14:45:34.785,cardboard,0.971895,0.3641,True,7.55,120.44
2026-08-02T14:45:35.189,cardboard,0.971913,0.3351,True,7.47,120.65
2026-08-02T14:45:35.600,cardboard,0.971651,0.3351,True,7.47,122.42
2026-08-02T14:45:35.988,cardboard,0.962133,0.3221,True,7.47,119.59
2026-08-02T14:45:36.381,cardboard,0.958726,0.3142,True,7.48,123.03
2026-08-02T14:45:36.780,cardboard,0.955557,0.3142,True,7.48,124.97
2026-08-02T14:45:37.191,cardboard,0.955430,0.3146,True,7.48,126.17
2026-08-02T14:45:37.568,cardboard,0.951336,0.3104,True,7.49,120.55
2026-08-02T14:45:37.928,cardboard,0.957068,0.3147,True,7.49,120.83
2026-08-02T14:45:38.319,cardboard,0.960491,0.3174,True,7.49,118.58
2026-08-02T14:45:38.700,cardboard,0.959877,0.3205,True,7.98,123.77
2026-08-02T14:45:39.135,cardboard,0.960621,0.3188,True,7.98,127.31
2026-08-02T14:45:39.525,cardboard,0.958926,0.3143,True,7.98,115.55
2026-08-02T14:45:39.920,cardboard,0.955872,0.3190,True,7.46,118.51
2026-08-02T14:45:40.311,cardboard,0.958510,0.3236,True,7.46,126.05
2026-08-02T14:45:40.746,cardboard,0.962873,0.3285,True,7.46,150.29
2026-08-02T14:45:41.097,cardboard,0.968868,0.3251,True,7.37,143.67
2026-08-02T14:45:41.395,cardboard,0.957169,0.3198,True,7.37,115.86
2026-08-02T14:45:41.707,cardboard,0.958649,0.3476,True,7.37,118.53
2026-08-02T14:45:42.002,cardboard,0.958559,0.3304,True,9.83,118.64
2026-08-02T14:45:42.308,cardboard,0.959098,0.3381,True,9.83,117.16
2026-08-02T14:45:42.612,cardboard,0.824136,0.3601,True,9.83,116.56
2026-08-02T14:45:42.943,cardboard,0.654276,0.3150,True,9.83,129.37
2026-08-02T14:45:43.254,cardboard,0.626234,0.2847,True,9.32,120.12
2026-08-02T14:45:43.553,cardboard,0.532671,0.2897,True,9.32,120.97
2026-08-02T14:45:43.846,cardboard,0.369267,0.3020,True,9.32,122.06
2026-08-02T14:45:44.164,cardboard,0.464973,0.3312,True,10.58,120.00
2026-08-02T14:45:44.475,cardboard,0.564746,0.3667,True,10.58,118.57
2026-08-02T14:45:44.777,cardboard,0.656469,0.4140,True,10.58,122.83
2026-08-02T14:45:45.087,cardboard,0.645058,0.4359,True,10.58,120.33
2026-08-02T14:45:45.407,cardboard,0.740078,0.4559,True,9.07,116.75
2026-08-02T14:45:45.712,cardboard,0.745843,0.4565,True,9.07,118.61
2026-08-02T14:45:46.056,cardboard,0.742973,0.4565,True,9.07,152.24
2026-08-02T14:45:46.354,cardboard,0.756228,0.4565,True,9.75,124.03
2026-08-02T14:45:46.722,cardboard,0.741974,0.4544,True,9.75,129.22
2026-08-02T14:45:47.117,cardboard,0.704432,0.4547,True,9.75,176.58
2026-08-02T14:45:47.535,cardboard,0.764434,0.4530,True,7.97,140.49
2026-08-02T14:45:47.865,cardboard,0.816307,0.4507,True,7.97,138.69
2026-08-02T14:45:48.221,cardboard,0.793582,0.4487,True,7.97,137.61
2026-08-02T14:45:48.537,cardboard,0.806138,0.4476,True,8.15,113.08
2026-08-02T14:45:48.844,cardboard,0.788999,0.4432,True,8.15,119.66
2026-08-02T14:45:49.172,cardboard,0.685692,0.4418,True,8.15,134.90
2026-08-02T14:45:49.485,cardboard,0.718380,0.4375,True,9.86,117.26
2026-08-02T14:45:49.790,cardboard,0.760090,0.4327,True,9.86,122.68
2026-08-02T14:45:50.096,cardboard,0.776807,0.4288,True,9.86,118.02
2026-08-02T14:45:50.411,cardboard,0.687699,0.4255,True,9.86,116.22
2026-08-02T14:45:50.737,cardboard,0.756557,0.4154,True,9.36,116.96
2026-08-02T14:45:51.043,cardboard,0.713195,0.4154,True,9.36,116.43
2026-08-02T14:45:51.349,cardboard,0.755096,0.4291,True,9.36,119.23
2026-08-02T14:45:51.657,cardboard,0.591714,0.4338,True,9.95,122.74
2026-08-02T14:45:51.960,cardboard,0.476728,0.4386,True,9.95,111.24
2026-08-02T14:45:52.233,cardboard,0.421466,0.4413,True,9.95,115.71
2026-08-02T14:45:52.543,cardboard,0.377882,0.4399,True,9.95,120.14
2026-08-02T14:45:52.861,cardboard,0.435652,0.4375,True,9.75,119.17
2026-08-02T14:45:53.154,cardboard,0.568633,0.4364,True,9.75,120.53
2026-08-02T14:45:53.454,cardboard,0.655656,0.4383,True,9.75,120.78
2026-08-02T14:45:53.742,cardboard,0.610928,0.4432,True,10.80,116.63
2026-08-02T14:45:54.058,cardboard,0.658189,0.4706,True,10.80,121.45
2026-08-02T14:45:54.342,cardboard,0.619402,0.4810,True,10.80,121.12
2026-08-02T14:45:54.651,cardboard,0.608628,0.4820,True,10.80,113.11
2026-08-02T14:45:54.957,cardboard,0.613887,0.4817,True,9.18,121.81
2026-08-02T14:45:55.259,cardboard,0.566944,0.4797,True,9.18,119.57
2026-08-02T14:45:55.615,cardboard,0.625133,0.4791,True,9.18,112.38
2026-08-02T14:45:55.917,cardboard,0.686981,0.4800,True,9.90,115.24
2026-08-02T14:45:56.232,cardboard,0.741729,0.4820,True,9.90,132.69
2026-08-02T14:45:56.561,cardboard,0.729063,0.4807,True,9.90,114.31
2026-08-02T14:45:56.886,cardboard,0.710398,0.4807,True,9.72,127.82
2026-08-02T14:45:57.200,cardboard,0.798560,0.4797,True,9.72,116.60
2026-08-02T14:45:57.494,cardboard,0.843896,0.3381,True,9.72,118.88
2026-08-02T14:45:57.805,cardboard,0.887618,0.4359,True,9.72,121.03
2026-08-02T14:45:58.134,cardboard,0.901087,0.4265,True,8.97,117.59
2026-08-02T14:45:58.428,cardboard,0.925626,0.3237,True,8.97,112.74
2026-08-02T14:45:58.730,cardboard,0.935334,0.3237,True,8.97,116.95
2026-08-02T14:45:59.036,cardboard,0.940051,0.3163,True,10.00,115.46
2026-08-02T14:45:59.331,cardboard,0.954104,0.3163,True,10.00,114.94
2026-08-02T14:45:59.706,cardboard,0.957991,0.3255,True,10.00,175.37
2026-08-02T14:46:00.024,cardboard,0.964856,0.3184,True,9.74,121.65
2026-08-02T14:46:00.352,cardboard,0.969803,0.3147,True,9.74,137.12
2026-08-02T14:46:00.651,cardboard,0.973986,0.3147,True,9.74,116.91
2026-08-02T14:46:00.952,cardboard,0.971916,0.3154,True,9.74,115.90
2026-08-02T14:46:01.262,cardboard,0.975918,0.3205,True,8.93,120.28
2026-08-02T14:46:01.575,cardboard,0.971788,0.3224,True,8.93,119.08
2026-08-02T14:46:01.878,cardboard,0.974892,0.3177,True,8.93,124.18
2026-08-02T14:46:02.189,cardboard,0.977824,0.3177,True,10.41,117.39
2026-08-02T14:46:02.500,cardboard,0.974229,0.3177,True,10.41,115.42
2026-08-02T14:46:02.807,cardboard,0.973434,0.3177,True,10.41,117.53
2026-08-02T14:46:03.114,cardboard,0.976089,0.3234,True,10.41,113.44
2026-08-02T14:46:03.425,cardboard,0.973786,0.3348,True,9.05,112.48
2026-08-02T14:46:03.732,cardboard,0.975064,0.3348,True,9.05,118.04
2026-08-02T14:46:04.033,cardboard,0.978271,0.3240,True,9.05,117.90
2026-08-02T14:46:04.358,cardboard,0.979307,0.3286,True,10.33,119.93
2026-08-02T14:46:04.671,cardboard,0.974966,0.3286,True,10.33,119.69
2026-08-02T14:46:04.973,cardboard,0.979767,0.3265,True,10.33,121.11
2026-08-02T14:46:05.285,cardboard,0.971997,0.3233,True,10.33,119.68
2026-08-02T14:46:05.592,cardboard,0.973252,0.3233,True,9.04,121.17
2026-08-02T14:46:05.904,cardboard,0.977433,0.3233,True,9.04,112.23
2026-08-02T14:46:06.210,cardboard,0.972734,0.3239,True,9.04,115.21
2026-08-02T14:46:06.511,cardboard,0.974671,0.3291,True,10.47,116.73
2026-08-02T14:46:06.820,cardboard,0.973008,0.3180,True,10.47,115.54
2026-08-02T14:46:07.122,cardboard,0.969165,0.3150,True,10.47,113.19
2026-08-02T14:46:07.433,cardboard,0.973856,0.3243,True,10.47,112.24
2026-08-02T14:46:07.753,cardboard,0.971496,0.3215,True,9.11,122.45
2026-08-02T14:46:08.062,cardboard,0.974534,0.3215,True,9.11,123.55
2026-08-02T14:46:08.365,cardboard,0.971612,0.3212,True,9.11,121.22
2026-08-02T14:46:08.677,cardboard,0.973666,0.3279,True,10.44,122.40
2026-08-02T14:46:08.989,cardboard,0.975000,0.3279,True,10.44,117.99
2026-08-02T14:46:09.296,cardboard,0.975576,0.3271,True,10.44,118.85
2026-08-02T14:46:09.608,cardboard,0.971079,0.3208,True,10.44,117.44
2026-08-02T14:46:09.917,cardboard,0.969129,0.3192,True,8.91,115.25
2026-08-02T14:46:10.218,cardboard,0.972820,0.3168,True,8.91,115.48
2026-08-02T14:46:10.507,cardboard,0.977267,0.3250,True,8.91,115.79
2026-08-02T14:46:10.821,cardboard,0.970547,0.3250,True,10.75,116.38
2026-08-02T14:46:11.117,cardboard,0.971467,0.3121,True,10.75,114.92
2026-08-02T14:46:11.416,cardboard,0.970243,0.3239,True,10.75,115.57
2026-08-02T14:46:11.708,cardboard,0.971956,0.3239,True,10.75,115.75
2026-08-02T14:46:12.004,cardboard,0.974839,0.3255,True,9.30,116.21
2026-08-02T14:46:12.298,cardboard,0.973402,0.3255,True,9.30,118.62
2026-08-02T14:46:12.590,cardboard,0.974084,0.3178,True,9.30,117.22
2026-08-02T14:46:12.893,cardboard,0.973606,0.3149,True,10.99,120.67
2026-08-02T14:46:13.201,cardboard,0.973693,0.3210,True,10.99,117.55
2026-08-02T14:46:13.500,cardboard,0.972544,0.3210,True,10.99,115.41
2026-08-02T14:46:13.816,cardboard,0.960389,0.3212,True,10.99,118.84
2026-08-02T14:46:14.120,cardboard,0.965483,0.3212,True,9.03,114.20
2026-08-02T14:46:14.429,cardboard,0.972074,0.3170,True,9.03,113.50
2026-08-02T14:46:14.739,cardboard,0.972175,0.3185,True,9.03,121.13
2026-08-02T14:46:15.055,cardboard,0.976770,0.3214,True,10.40,122.27
2026-08-02T14:46:15.367,cardboard,0.978520,0.3208,True,10.40,120.67
2026-08-02T14:46:15.671,cardboard,0.973845,0.3124,True,10.40,111.34
2026-08-02T14:46:15.989,cardboard,0.972000,0.3146,True,10.40,119.96
2026-08-02T14:46:16.297,cardboard,0.970834,0.3214,True,8.97,117.42
2026-08-02T14:46:16.597,cardboard,0.973015,0.3214,True,8.97,120.93
2026-08-02T14:46:16.903,cardboard,0.972271,0.3223,True,8.97,110.69
2026-08-02T14:46:17.209,cardboard,0.969357,0.3265,True,10.58,116.56
2026-08-02T14:46:17.509,cardboard,0.966375,0.3191,True,10.58,113.74
2026-08-02T14:46:17.807,cardboard,0.969528,0.3182,True,10.58,119.69
2026-08-02T14:46:18.116,cardboard,0.969545,0.3197,True,10.58,114.15
2026-08-02T14:46:18.418,cardboard,0.969512,0.3197,True,9.19,113.96
